"id","name","type","desc","atk","def","level","rank","linkval","race","attribute","archetype","cardmarket_price","tcgplayer_price","amazon_price","coolstuffinc_price","image_url","image_url_small"
"96857854","Diamond Duston","Normal Trap","When a card(s) on the field is destroyed by battle or card effect: Special Summon """"Duston"""" monsters from your Deck to anywhere on the field, equal to the number of those destroyed cards. If this card is in your Graveyard: You can banish 1 """"Duston"""" monster from your Graveyard; Special Summon this card in Defense Position as a Normal Monster (Fiend-Type/DARK/Level 1/ATK 0/DEF 1000) to your opponent's field. (This card is NOT treated as a Trap Card.) This effect can only be used once while this card is in the Graveyard. If Summoned this way, it cannot be Tributed, or be used as Material for a Fusion, Synchro, or Xyz Summon.","None","None","","","","Normal","","","","","","","",""
"96851799","Hinotama Soul","Normal Monster","An intensely hot flame creature that rams anything standing in its way.","600","500","","","","Pyro","FIRE","","","","","","",""
"96823189","Dragon of Pride and Soul","Effect Monster","Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) while your opponent has 25 or more cards in their GY. While you have 25 or more cards in your GY, this card gains 2500 ATK/DEF.","2500","2500","","","","Dragon","DARK","","","","","","",""
"96802306","Igknight Gallant","Pendulum Normal Monster","''A leader of the most dashing Igknight commando unit. His greatest challenge is keeping the hot tempers of his men under control.''","2100","2200","","","","Warrior","FIRE","","","","","","",""
"96795312","Sage of Strength - Akash","Effect Monster","(This card is always treated as a """"Sky Striker"""" card.) You can discard 1 Spell; Special Summon this card from your hand. If a Link Monster(s) you control would be destroyed by battle or card effect, you can banish 1 Spell from your GY instead. If this card is destroyed by battle or card effect and sent to the GY: You can target 1 of your banished """"Sky Striker"""" Spells; add it to your hand. You can only use each effect of """"Sage of Strength - Akash"""" once per turn.","2400","200","","","","Machine","FIRE","","","","","","",""
"967928","Penalty Game!","Normal Trap","When your opponent has 4 cards in their hand: Activate 1 of these effects. ● Your opponent cannot draw during their next Draw Phase. ● Your opponent cannot activate Spell/Trap Cards this turn.","None","None","","","","Normal","","","","","","","",""
"96789758","Aromage Jasmine","Effect Monster","During your Main Phase, while your LP are higher than your opponent's, you can Normal Summon 1 Plant monster in addition to your Normal Summon/Set, except """"Aromage Jasmine"""". (You can only gain this effect once per turn.) Once per turn, if you gain LP: Draw 1 card.","100","1900","","","","Plant","LIGHT","","","","","","",""
"96782886","Mind Master","Tuner Effect Monster","You can pay 800 Life Points and Tribute 1 Psychic-Type monster, except """"Mind Master"""", to Special Summon 1 Level 4 or lower Psychic-Type monster from your Deck in face-up Attack Position.","100","200","","","","Psychic","LIGHT","","","","","","",""
"9677699","Glass Slippers","Equip Spell","If this card is equipped to a Fairy monster, it gains 1000 ATK. If this card is equipped to a non-Fairy monster, it cannot attack, also it loses 1000 ATK. If this card is sent to the GY because the equipped monster is destroyed: You can target 1 """"Prinzessin"""" you control; equip this card to that target. You can only use this effect of """"Glass Slippers"""" once per turn.","None","None","","","","Equip","","","","","","","",""
"96765646","Swing of Memories","Normal Spell","Target 1 Normal Monster in your GY; Special Summon it, but destroy it during the End Phase of this turn.","None","None","","","","Normal","","","","","","","",""
"96746083","True King Agnimazud, the Vanisher","Effect Monster","If this card is in your hand: You can destroy 2 other monsters in your hand and/or face-up field, including a FIRE monster, and if you do, Special Summon this card, and if you do that, you can banish 1 monster from your opponent's field or GY, if both the destroyed monsters were FIRE. If this card is destroyed by card effect: You can add 1 non-FIRE Wyrm monster from your GY to your hand. You can only use each effect of """"True King Agnimazud, the Vanisher"""" once per turn.","2900","1900","","","","Wyrm","FIRE","","","","","","",""
"9674034","Snake-Eye Ash","Effect Monster","If this card is Normal or Special Summoned: You can add 1 Level 1 FIRE monster from your Deck to your hand. You can send 2 face-up cards you control to the GY, including this card; Special Summon 1 """"Snake-Eye"""" monster from your hand or Deck, except """"Snake-Eye Ash"""". You can only use each effect of """"Snake-Eye Ash"""" once per turn.","800","1000","","","","Pyro","FIRE","","","","","","",""
"96733134","Supreme King Dragon Odd-Eyes","Pendulum Effect Monster","You can Tribute 2 """"Supreme King Dragon"""" monsters; Special Summon this card from your hand. If your Pendulum Monster battles an opponent's monster, any battle damage it inflicts to your opponent is doubled. During the Battle Phase (Quick Effect): You can Tribute this card; Special Summon up to 2 face-up """"Supreme King Dragon"""" and/or """"Supreme King Gate"""" Pendulum Monsters from your Extra Deck in Defense Position, except """"Supreme King Dragon Odd-Eyes"""".","2500","2000","","","","Dragon","DARK","","","","","","",""
"96729612","Preparation of Rites","Normal Spell","Add 1 Level 7 or lower Ritual Monster from your Deck to your hand, then you can add 1 Ritual Spell from your GY to your hand.","None","None","","","","Normal","","","","","","","",""
"96708940","Speedroid Marble Machine","Pendulum Effect Monster","When this card is Normal Summoned: You can activate this effect; add 1 """"Speedroid"""" monster from your Deck to your hand, also you cannot Special Summon monsters for the rest of this turn, except WIND monsters. You can only use this effect of """"Speedroid Marble Machine"""" once per turn.","200","100","","","","Machine","WIND","","","","","","",""
"96704974","Boogie Trap","Normal Spell","Discard 2 cards, then target 1 Trap in your GY; Set that target. It can be activated this turn. You can only activate 1 """"Boogie Trap"""" per turn.","None","None","","","","Normal","","","","","","","",""
"96704018","Heraldic Beast Berners Falcon","Effect Monster","When this card is Summoned: You can make all face-up Level 5 or higher monsters you currently control become Level 4.","1000","1600","","","","Winged Beast","WIND","","","","","","",""
"96700602","Barrier Wave","Normal Trap","Activate by Tributing 1 Synchro Monster when an opponent's monster declares an attack. Change all Attack Position monsters your opponent controls to Defense Position. Then, inflict damage to your opponent equal to the attacking monster's DEF.","None","None","","","","Normal","","","","","","","",""
"96699830","Born from Draconis","Normal Trap","Banish all LIGHT Machine monsters from your GY and face-up from your field; Special Summon 1 Level 6 or higher LIGHT Machine monster from your hand, ignoring its Summoning conditions, and if you do, its ATK/DEF become equal to the number of monsters banished to activate this card x 500, also it is unaffected by card effects, except its own and this card's. You cannot Special Summon other monsters the turn you activate this card.","None","None","","","","Normal","","","","","","","",""
"96693371","Vision HERO Multiply Guy","Effect Monster","If you take battle or effect damage while this card is in your GY: You can place this card from your GY in your Spell & Trap Zone as a face-up Continuous Trap. During the Main Phase, if this card is treated as a Continuous Trap: You can Tribute 1 """"HERO"""" monster; Special Summon this card. If this card is Special Summoned from the Spell & Trap Zone: You can make 1 face-up monster on the field gain 800 ATK. You can only use each effect of """"Vision HERO Multiply Guy"""" once per turn.","800","700","","","","Warrior","DARK","","","","","","",""
"96687733","Defense of the Temple","Normal Spell","Fusion Summon 1 EARTH Fusion Monster from your Extra Deck, using monsters from your hand or field. If you use a monster you control that mentions """"Temple of the Kings"""", you can also use face-up monsters your opponent controls as material. If you control """"Temple of the Kings"""": You can banish this card from your GY; add 1 """"Dangers of the Divine"""" from your Deck to your hand. You can only use this effect of """"Defense of the Temple"""" once per turn.","None","None","","","","Normal","","","","","","","",""
"96682430","Mermail Abysshilde","Effect Monster","If this card is sent to the Graveyard: You can Special Summon 1 """"Mermail"""" monster from your hand, except """"Mermail Abysshilde"""". You can only use the effect of """"Mermail Abysshilde"""" once per turn.","1300","400","","","","Aqua","WATER","","","","","","",""
